code,affiliation_code,set_code,name,subtitle,type_code,points,BoFpoints,cost,health,side1,side2,side3,side4,side5,side6,faction_code,text,deck_limit,flavor,has_die,has_errata,illustrator,is_unique,position,rarity_code,ttscardid,subtype1,subtype2,subtype3,reprint_of
08078,hero,AtG,Dogfight,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,Exhaust an opponent's <i>vehicle</i>. Then you may ready a <i>vehicle</i>.,2,NA,FALSE,FALSE,Timothy Ben Zweifel,FALSE,78,U,49308,NA,NA,NA,NA
08079,hero,AtG,Evacuate,NA,event,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,red,"Defeat one of your non-unique characters. After the action phase ends, return that character to play.",2,NA,FALSE,FALSE,Rafal Hrynkiewicz,FALSE,79,U,49309,NA,NA,NA,NA
08080,hero,AtG,Inflame,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Ambush.
Turn an opponent's die to a side showing damage ([ranged], [melee] or [indirect]).",2,NA,FALSE,FALSE,Mark Molnar,FALSE,80,C,49310,NA,NA,NA,NA
08081,hero,AtG,Outgun,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Spot any number of <i>mods</i> on your <i>vehicles</i> and spend that many resources to remove that many dice.,2,NA,FALSE,FALSE,Mark Molnar,FALSE,81,C,49311,NA,NA,NA,NA
08082,hero,AtG,Turn The Tables,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,"Play only if you have one or more dice showing a focus ([focus]).
Remove a die showing damage ([ranged], [melee] or [indirect]). Then turn up to 2 of your dice to sides showing damage ([ranged], [melee] or [indirect]).",2,NA,FALSE,FALSE,Mariusz Gandzel,FALSE,82,U,49312,NA,NA,NA,NA
08083,hero,AtG,Armed Escort,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Each of your characters has Guardian.
After the action phase ends, discard this support from play.",2,NA,FALSE,FALSE,John Anthony DiGiovanni,FALSE,83,C,49313,NA,NA,NA,NA
08084,hero,AtG,BB-8,NA,support,NA,NA,1,NA,1F,1F,1F,1Sh,1R,+1R,red,"<b>Action</b> - Spot a <i>vehicle</i> support to attach this card to it as a <i>mod</i> upgrade <em>(discard all upgrades on this card)</em>. If that <i>vehicle</i> is Black One, ready it. Use this action only once per game.",2,NA,TRUE,FALSE,Jeff Lee Johnson,TRUE,84,L,49314,droid,NA,NA,NA
08085,hero,AtG,Black One,NA,support,NA,NA,2,NA,1RD,2RD,1ID,1Sh,Sp,-,red,"<b>Power Action</b> - Spot Poe Dameron to turn this die to any side.
[special] - Deal 1 damage to a character. If a <i>droid</i> is attached to this support, reroll this die instead of removing it.",2,NA,TRUE,FALSE,Darren Tan,TRUE,85,R,49315,vehicle,NA,NA,NA
08086,hero,AtG,X-Wing,NA,support,NA,NA,2,NA,XRD,XRD1,XID,1Dr,1Sh,-,red,"You can include up to 4 copies of this support in your deck.
The X on this die is equal to the number of copies of this support you have in play.",4,NA,TRUE,FALSE,Jose Vega,FALSE,86,R,49316,vehicle,NA,NA,NA
08087,hero,AtG,Jyn Erso's Blaster,NA,upgrade,NA,NA,3,NA,2RD,+3RD,3ID,1Dc,1Sh,-,red,"Redeploy.
After you activate attached character, you may reroll this die or discard the top card of a deck. If this upgrade is on Jyn Erso, reroll any number of her character dice.",2,NA,TRUE,FALSE,Joel Hustak,TRUE,87,L,49317,weapon,NA,NA,NA
08088,hero,AtG,R2 Astromech,NA,upgrade,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,"Modify <i>vehicle</i> support.
<b>Action</b> - Exhaust this upgrade and spend 2 resources to ready attached <i>vehicle</i>.",2,NA,FALSE,FALSE,Jeff Lee Johnson,FALSE,88,C,49318,droid,mod,NA,NA
08089,hero,AtG,Lando Calrissian,Smooth and Sophisticated,character,12/15,12/15,NA,11,2RD,2ID,1Dr,1R,4R2,-,yellow,"<b>Power Action</b> - Play a Yellow <i>vehicle</i> from your hand, decreasing its cost by 1 and giving it Ambush. If that <i>vehicle</i> is the <em>Millennium Falcon</em>, you may activate it.",1,"""Everything you heard about me is true.""",TRUE,FALSE,Darren Tan,TRUE,89,L,49319,scoundrel,pilot,NA,NA
08090,hero,AtG,Leia Organa,Boushh,character,13/16,13/16,NA,11,1MD,2MD,1Dc,1R,Sp,-,yellow,"You can include up to 5 Yellow villain cards in your deck.
[special] - Deal 2 damage to each of an opponent's characters unless they give you 1 resource, or 2 resources instead if you spot a villain card.",1,NA,TRUE,FALSE,Ryan Valle,TRUE,90,R,49320,scoundrel,NA,NA,NA
08091,hero,AtG,L3-37,Droid Revolutionary,character,8/11,8/11,NA,8,1F,2F,1Dc,1Sh,1R,-,yellow,"Before this character is defeated, spot a <i>vehicle</i> support to attach this card to it as a 0 cost <i>mod</i> upgrade. If that <i>vehicle</i> is the <em>Millennium Falcon</em>, ready it.
If this card would leave play as an upgrade, set it aside instead.",1,NA,TRUE,FALSE,Ameen Naksewee,TRUE,91,R,49321,droid,NA,NA,NA
08092,hero,AtG,A Good Investment,NA,event,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,yellow,"Play only if you have one or more dice showing a resource ([resource]).
Gain 4 resources, or 5 resources instead if you took 2 or more actions this turn <em>(not this round)</em>.",2,NA,FALSE,FALSE,Magali Villeneuve,FALSE,92,C,49322,NA,NA,NA,NA
08093,hero,AtG,Aid From Above,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,"Force an opponent to choose 2:
• You draw 2 cards.
• You gain 2 resources.
• You take 2 additional actions.",2,NA,FALSE,FALSE,Mariusz Gandzel,FALSE,93,U,49323,NA,NA,NA,NA
08094,hero,AtG,Daring Gambit,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,"Reroll all of your dice. Then resolve one of your Yellow dice, increasing its value by the number of other dice in your pool. Remove all of your dice.",2,NA,FALSE,FALSE,Timothy Ben Zweifel,FALSE,94,U,49324,NA,NA,NA,NA
08095,hero,AtG,Drop In,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Activate one of your characters or supports. If you are fighting on your battlefield, this event has Ambush.",2,"""We do it right, they won't even know we're there. Not until it's too late."" <cite>Lando Calrissian</cite>",FALSE,FALSE,Nasrul Hakim,FALSE,95,C,49325,NA,NA,NA,NA
08096,hero,AtG,Hijack,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,"Spot a Yellow character to take control of an opponent's <i>vehicle</i> support that has no <i>mods</i> and ready it <em>(return its die to its card)</em>. After the action phase ends, return that <i>vehicle</i> to its owner's control.",2,NA,FALSE,FALSE,Mark Molnar,FALSE,96,U,49326,NA,NA,NA,NA
08097,hero,AtG,Karabast!,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Play only if an opponent has one or more dice showing damage ([ranged], [melee] or [indirect]).
Move up to 3 damage from one of your characters to another one of your characters.",2,NA,FALSE,FALSE, ,FALSE,97,C,49327,NA,NA,NA,NA
08098,hero,AtG,Leverage,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Play only if you have one or more dice showing damage ([ranged], [melee] or [indirect]).
Remove a die showing damage ([ranged], [melee] or [indirect]).",2,NA,FALSE,FALSE,Romana Kendelic,FALSE,98,C,49328,NA,NA,NA,NA
08099,hero,AtG,Reluctance,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Choose an opponent. That opponent cannot resolve more than one die during their next turn this round.",2,NA,FALSE,FALSE,Jinsung Lim,FALSE,99,U,49329,NA,NA,NA,NA
08100,hero,AtG,Slice And Dice,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Remove 2 of your dice showing melee damage ([melee]). Then deal unblockable damage equal to the combined value showing on those dice to any number of characters, distributed as you wish.",2,NA,FALSE,FALSE,Nasrul Hakim,FALSE,100,U,49330,NA,NA,NA,NA
08101,hero,AtG,Through The Pass,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Activate one of your characters or supports. Then you may spend resources equal to the number of dice you just rolled to ready that character or support.,2,NA,FALSE,FALSE,Alex Kim,FALSE,101,C,49331,NA,NA,NA,NA
08102,hero,AtG,Escape Craft,NA,support,NA,NA,2,NA,1F,1F,1Sh,1R,2R,-,yellow,"<b>Power Action</b> - Spot the <em>Millennium Falcon</em> to attach this card to it as a <i>mod</i> upgrade <em>(discard all upgrades on this card)</em>.
<b>Action</b> - If this card is an upgrade, it becomes a support <em>(do not ready it)</em>.",2,NA,TRUE,FALSE,Ameen Naksewee,TRUE,102,R,49332,vehicle,NA,NA,NA
08103,hero,AtG,Millennium Falcon,NA,support,NA,NA,6,NA,3RD,4RD1,4ID,2Dc,3Sh,3R,yellow,"After you play this support, you may search your deck or discard pile for Escape Craft ([AtG]102) and attach it to this support as a <i>mod</i> upgrade <em>(without paying its cost)</em>. If you searched your deck, shuffle it.",2,NA,TRUE,FALSE,Timothy Ben Zweifel,TRUE,103,L,49333,vehicle,NA,NA,NA
08104,hero,AtG,On The Mark,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"You may resolve the indirect damage ([indirect]) sides of your dice as ranged damage ([ranged]).
After the action phase ends, discard this support from play.",2,NA,FALSE,FALSE,Joel Hustak,FALSE,104,C,49334,NA,NA,NA,NA
08105,hero,AtG,Decoy,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Yellow character only.
Before a character would be dealt damage, you may exhaust this upgrade to deal that damage to attached character instead.",2,NA,FALSE,FALSE,Tiziano Baracchi,FALSE,105,U,49335,NA,NA,NA,NA
08106,hero,AtG,Energy Pike,NA,upgrade,NA,NA,2,NA,1MD,2MD,1Dr,1R,Sp,-,yellow,"[special] - Deal damage to a character equal to the number of resources you have, to a maximum of 3.",2,NA,TRUE,FALSE,Clark Huggins,FALSE,106,R,49336,weapon,NA,NA,NA
08107,hero,AtG,Token Of Affection,NA,upgrade,NA,NA,1,NA,1F,1Sh,1R,+1R,-,-,yellow,"After you play a card that has Ambush, you may move this upgrade to another one of your characters <em>(return this die to its card)</em>.",2,NA,TRUE,FALSE,Romana Kendelic,FALSE,107,R,49337,equipment,NA,NA,NA
08108,neutral,AtG,At Odds,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Remove a die showing a value that is an odd number. You may place this event on the bottom of your deck.,2,NA,FALSE,FALSE,Alexandr Eiichev,FALSE,108,C,49338,NA,NA,NA,NA
08109,neutral,AtG,Common Cause,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,Spot any number of Blue characters to draw that many cards.,2,NA,FALSE,FALSE,Dmitry Burmak,FALSE,109,U,49339,NA,NA,NA,NA
08110,neutral,AtG,Conflicted,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Reroll one of your Blue character dice. Then, if that die just rolled damage ([ranged], [melee] or [indirect]), deal 2 damage to a character. Otherwise, give a character 2 shields.",2,NA,FALSE,FALSE,Jinsung Lim,FALSE,110,C,49340,NA,NA,NA,NA
08111,neutral,AtG,Deadly Advance,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,blue,Count the number of exhausted characters your opponents have. Turn up to that many of your dice to sides showing melee damage ([melee]).,2,NA,FALSE,FALSE,Audrey Hotte,FALSE,111,C,49341,NA,NA,NA,NA
08112,neutral,AtG,No Questions Asked,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,"Spot a Blue character and give an opponent up to 3 of your resources to remove that many dice. If you are fighting on your battlefield, draw that many cards.",2,NA,FALSE,FALSE,Romana Kendelic,FALSE,112,U,49342,NA,NA,NA,NA
08113,neutral,AtG,Relinquish,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Ambush.
Return an upgrade you own in play to your hand.",2,NA,FALSE,FALSE,Jacob Atienza,FALSE,113,C,49343,NA,NA,NA,NA
08114,neutral,AtG,You Were My Friend,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,blue,"Turn a character die to any side. If you have more Blue cards in play than an opponent, you may remove that die.",2,NA,FALSE,FALSE,Darren Tan,FALSE,114,C,49344,NA,NA,NA,NA
08115,neutral,AtG,Bitter Rivalry,NA,plot,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,blue,"After setup, choose an opponent. That opponent deals 2 unblockable damage to one of your characters and draws a card.",1,"""Look what has become of you. A rat in the desert."" <cite>Maul</cite>",FALSE,FALSE,Audrey Hotte,FALSE,115,U,49345,NA,NA,NA,NA
08116,neutral,AtG,Foresight,NA,support,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,blue,<b>Action</b> - Exhaust this support to look at the top card of a deck. You may place that card on the bottom of that deck.,2,"""Sense the future, once all Jedi could."" <cite>Yoda</cite>",FALSE,FALSE,Caroline Gariba,FALSE,116,C,49346,NA,NA,NA,NA
08117,neutral,AtG,Nexus Of Power,NA,support,NA,NA,1,NA,0RD,0MD,0ID,0Dc,0Sh,0R,blue,"After you activate this support, you may turn this die to any side.",2,"""It binds the galaxy together."" <cite>Obi-Wan Kenobi</cite>",TRUE,FALSE,Timothy Ben Zweifel,FALSE,117,R,49347,location,NA,NA,NA
08118,neutral,AtG,Force Lift,NA,upgrade,NA,NA,3,NA,2ID,1F,2F,Sp,Sp,-,blue,"Blue character only.
[special] - Deal 2 damage to a character or return a support in play that costs 3 or less to its owner's hand.",2,NA,TRUE,FALSE,Audrey Hotte,FALSE,118,R,49348,ability,NA,NA,NA
08119,neutral,AtG,Shatterpoint,NA,upgrade,NA,NA,2,NA,2RD,1F,1R,Sp1,Sp1,-,blue,"Blue character only. 
 [special] - Discard an <i>equipment</i> or a <i>weapon</i> from play that costs equal to or less than the number of Blue <i>ability</i> dice in your pool <em>(including this die)</em>.",2,NA,TRUE,FALSE,Ameen Naksewee,FALSE,119,R,49349,ability,NA,NA,NA
08120,neutral,AtG,Treasured Lightsaber,NA,upgrade,NA,NA,2,NA,+1MD,+2MD,1Sh,1R,Sp,-,blue,"After you play this upgrade, you may draw a card.
[special] - Deal 2 unblockable damage to a character, or 3 unblockable damage instead if you have 5 or more cards in your hand.",2,NA,TRUE,FALSE,William Thomas Arnold,FALSE,120,R,49350,weapon,NA,NA,NA
08121,neutral,AtG,Attack Formation,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Spot a Red character to resolve one of your non-character dice, increasing its value by the number of copies of that die in your pool <em>(including that die)</em>.",2,NA,FALSE,FALSE,Mark Molnar,FALSE,121,C,49351,NA,NA,NA,NA
08122,neutral,AtG,Barrel Roll,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Activate one of your supports. Reroll any number of its support and <i>mod</i> dice. Then reroll any number of its support and <i>mod</i> dice.,2,NA,FALSE,FALSE,Slim Rimm,FALSE,122,C,49352,NA,NA,NA,NA
08123,neutral,AtG,Deployment,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,Activate any number of your supports and non-unique characters.,2,"""Squadron up. Target Eadu."" <cite>General Draven</cite>",FALSE,FALSE,Mariusz Gandzel,FALSE,123,C,49353,NA,NA,NA,NA
08124,neutral,AtG,Fleet Command,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Spot any number of Red characters to reroll that many dice <em>(yours and/or an opponent's)</em>.,2,"""Green Group, stick close to holding sector MV-7."" <cite>Admiral Ackbar</cite>",FALSE,FALSE,Mark Molnar,FALSE,124,C,49354,NA,NA,NA,NA
08125,neutral,AtG,Intense Fire,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Resolve one of your dice showing damage ([ranged], [melee] or [indirect]), increasing its value by 1, or by 2 instead if you have more Red cards in play than an opponent.",2,NA,FALSE,FALSE,Matt Bradbury,FALSE,125,C,49355,NA,NA,NA,NA
08126,neutral,AtG,Revised Order,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,red,"Turn a die to a side that has a value 1 higher than the value showing on it. If you control the battlefield, return this event to your hand.",2,NA,FALSE,FALSE,Rafal Hrynkiewicz,FALSE,126,C,49356,NA,NA,NA,NA
08127,neutral,AtG,Snuff Out,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,red,"Play only if you control the battlefield.
Remove all dice showing damage ([ranged], [melee] or [indirect]).",2,NA,FALSE,FALSE,Thomas Wievegg,FALSE,127,U,49357,NA,NA,NA,NA
08128,neutral,AtG,Transfer,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,red,Move a <i>mod</i> on one of your <i>vehicle</i> to another one of your <i>vehicle</i> supports.,2,NA,FALSE,FALSE,Joel Hustak,FALSE,128,U,49358,NA,NA,NA,NA
08129,neutral,AtG,Armored Reinforcement,NA,plot,3,3,NA,NA,NA,NA,NA,NA,NA,NA,red,"<b>Action</b> - Set this plot aside to search your deck or discard pile for a Red <i>vehicle</i> support and play it, decreasing its cost by 1. If you search your deck, shuffle it.",1,NA,FALSE,TRUE,Mark Molnar,FALSE,129,U,49359,NA,NA,NA,NA
08130,neutral,AtG,Senate Chamber,NA,support,NA,NA,2,NA,2F,2F,1Dc,1R,1R,-,red,<b>Power Action</b> - Remove one of your dice to turn a die to any side.,2,"Lined with 1,024 repulsorpods, the cavernous Senate Chamber was the meeting hall for the Galactic Senate.",TRUE,FALSE,Mark Molnar,TRUE,130,R,49360,location,NA,NA,NA
08131,neutral,AtG,Dorsal Turret,NA,upgrade,NA,NA,1,NA,1RD,+2RD,2ID,1Dc,-,-,red,"Modify <i>vehicle</i> support.
After you play this upgrade, you may roll this die into your pool.",2,NA,TRUE,FALSE,William Koh,FALSE,131,R,49361,weapon,mod,NA,NA
08132,neutral,AtG,Handheld L-S1 Cannon,NA,upgrade,NA,NA,2,NA,2RD,+3RD,3ID,3ID1,1Dr,-,red,Attached character's upgrade limit is decreased by 1.,2,"The Alliance made sure to find a use for every weapon they could, from stun batons to repurposed TIE fighter cannons.",TRUE,FALSE,Andreas Zafiratos,FALSE,132,L,49362,weapon,NA,NA,NA
08133,neutral,AtG,Triple Laser Turret,NA,upgrade,NA,NA,2,NA,2RD,3RD1,+2RD,2ID,1Sh,-,red,"Modify <i>vehicle</i> support.
While this die is in your pool, attached support's die cannot be removed by your opponents.",2,NA,TRUE,FALSE,Jose Vega,FALSE,133,R,49363,weapon,mod,NA,NA
08134,neutral,AtG,Han Solo,Independent Hotshot,character,11/15,11/15,NA,11,2RD,2RD,1Dc,1R,Sp,-,yellow,[special] - Deal 2 indirect damage ([indirect]) to an opponent. You may reveal a villain card from your hand to force that opponents to lose 1 resource. You may reveal a hero card from your hand to gain 1 resource.,1,NA,TRUE,FALSE,Ryan Valle,TRUE,134,L,49364,scoundrel,pilot,NA,NA
08135,neutral,AtG,Qi'Ra,Street Savvy,character,13/16,13/16,NA,11,2RD,3RD1,1Dc,1R,+2R,-,yellow,You can include Yellow hero and Yellow villain events in your deck.,1,"""We're doing this my way.""",TRUE,FALSE,Ryan Valle,TRUE,135,R,49365,scoundrel,NA,NA,NA
08136,neutral,AtG,Across The Galaxy,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"Spot a <i>vehicle</i> to switch the battlefield with a battlefield that was brought to the game. If you do not control the battlefield, gain 1 resource.",2,NA,FALSE,FALSE,Timothy Ben Zweifel,FALSE,136,C,49366,NA,NA,NA,NA
08137,neutral,AtG,Cash Out,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Resolve any number of your dice showing a resource ([resource]).",2,NA,FALSE,FALSE,Adam Lane,FALSE,137,C,49367,NA,NA,NA,NA
08138,neutral,AtG,Dismantle,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a Yellow character and choose a support in play that has no <i>mods</i>. Then spend resources equal to that support's cost to discard it.,2,"""That was my best dissecting hand!"" <cite>0-0-0</cite>",FALSE,FALSE,John Anthony DiGiovanni,FALSE,138,U,49368,NA,NA,NA,NA
08139,neutral,AtG,Fight Fire With Fire,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Remove one of your dice showing indirect damage ([indirect]) to remove a die.,2,NA,FALSE,FALSE,Lukasz Jaskolski,FALSE,139,C,49600,NA,NA,NA,NA
08140,neutral,AtG,Indifferent,NA,event,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,Spot a neutral character to remove a die.,2,NA,FALSE,FALSE,Mariusz Gandzel,FALSE,140,C,49601,NA,NA,NA,NA
08141,neutral,AtG,Quick Thinking,NA,event,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,yellow,Spot any number of Yellow characters to resolve that many of your Yellow dice in the order of your choice.,2,NA,FALSE,FALSE,Mark Bulahao,FALSE,141,C,49602,NA,NA,NA,NA
08142,neutral,AtG,Shock Tactic,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,yellow,"Ambush.
Remove a non-unique die and all copies of it from each of your opponent's pools.",2,NA,FALSE,FALSE,Anthony Devine,FALSE,142,U,49603,NA,NA,NA,NA
08143,neutral,AtG,Double Down,NA,plot,2,2,NA,NA,NA,NA,NA,NA,NA,NA,yellow,You can include one additional copy of up to 2 different cards in your deck <em>(following all other deckbuilding restrictions)</em>.,1,NA,FALSE,FALSE,Mariusz Gandzel,FALSE,143,U,49604,NA,NA,NA,NA
08144,neutral,AtG,Improvised Defense,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,yellow,"After a die is turned, you may discard this support from play to remove that die.",2,NA,FALSE,FALSE,Mariusz Gandzel,FALSE,144,C,49605,NA,NA,NA,NA
08145,neutral,AtG,Shadow Caster,NA,support,NA,NA,4,NA,3RD1,6RD3,4ID1,5ID2,2Dr,2Sh,yellow,Decrease the resource cost on each side of this die by 1 for each <i>mod</i> on this support.,2,"""I got the best weapons, best ship, and I'm feared across the galaxy."" <cite>Ketsu Onyo</cite>",TRUE,FALSE,Vlad Ricean,TRUE,145,L,49606,vehicle,NA,NA,NA
08146,neutral,AtG,Arc Caster,NA,upgrade,NA,NA,2,NA,1RD,+2RD,3ID,1Dr,1Sh,-,yellow,"Modify <i>vehicle</i> support.
After you play this upgrade, you may activate attached support. Then you may reroll a die.",2,NA,TRUE,FALSE,Jacob Atienza,FALSE,146,R,49607,weapon,mod,NA,NA
08147,neutral,AtG,Black Sun Blaster Pistol,NA,upgrade,NA,NA,3,NA,2RD,1Dr,1R,Sp,Sp,-,yellow,"While this upgrade is on a neutral character, it has Redeploy.
[special] - Deal 2 indirect damage ([indirect]) to an opponent. Then deal 1 damage to a character.",2,NA,TRUE,FALSE,Marius Bota,FALSE,147,R,49608,weapon,NA,NA,NA
08148,neutral,AtG,Flame Projector,NA,upgrade,NA,NA,2,NA,1MD,2MD,2MD1,1Dr,-,-,yellow,"Yellow character only.
<b>Action</b> - Resolve this die showing melee damage ([melee]) as indirect damage ([indirect]), incresing its value by 1.",2,NA,TRUE,FALSE,Anthony Devine,FALSE,148,R,49609,weapon,NA,NA,NA
08149,neutral,AtG,Shriek,NA,event,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,gray,Remove all of an opponent's dice showing a value of 0 <em>(blanks and specials have a value of 0)</em>.,2,NA,FALSE,FALSE,Romana Kendelic,FALSE,149,C,49610,NA,NA,NA,NA
08150,neutral,AtG,T-16 Skyhopper,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,"Ambush.
This support can be activated.
After you play this support, search your deck or discard pile for a <i>mod</i> and play it on this support, if able. If you searched your deck, shuffle it.",2,NA,FALSE,FALSE,Mark Molnar,FALSE,150,C,49611,vehicle,NA,NA,NA
08151,neutral,AtG,X-34 Landspeeder,NA,support,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,"This support can be activated.
After you activate this support, you may reroll a die <em>(yours or an opponent's)</em>.",2,"""Ever since the XP-38 came out, they just aren't in demand. - Luke Skywalker""",FALSE,FALSE,Magali Villeneuve,FALSE,151,C,49612,vehicle,NA,NA,NA
08152,neutral,AtG,Laser Cannon,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,"Modify <i>vehicle</i> support.
After you activate attached support, you may deal 1 indirect damage ([indirect]) to an opponent.",2,NA,FALSE,FALSE,Timothy Ben Zweifel,FALSE,152,C,49613,weapon,mod,NA,NA
08153,neutral,AtG,Systems Gauge,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,"Modify <i>vehicle</i> support.
After you activate attached support, you may spend 1 resource to remove a die showing damage ([ranged], [melee] or [indirect]).",2,NA,FALSE,FALSE,Emilio Rodriguez,FALSE,153,U,49614,mod,NA,NA,NA
08154,neutral,AtG,Targeting Astromech,NA,upgrade,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,gray,"Modify <i>vehicle</i> support.
<b>Action</b> - Exhaust this upgrade to turn attached support's die to any side.",2,NA,FALSE,FALSE,Lukasz Jaskolski,FALSE,154,U,49615,droid,mod,NA,NA
08155,neutral,AtG,No Allegiance,NA,plot,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,gray,"Include only if you have no hero or villain characters on your team.
Each of your neutral characters has +1 health.",1,NA,FALSE,FALSE,Mark Molnar,FALSE,155,U,49616,NA,NA,NA,NA
08156,neutral,AtG,Solidarity,NA,plot,-1,-1,NA,NA,NA,NA,NA,NA,NA,NA,gray,Include only if each character on your team is the same color and your deck contains no more than one copy of any card.,1,NA,FALSE,FALSE,Cynthia Sheppard,FALSE,156,U,49617,NA,NA,NA,NA
08157,neutral,AtG,Landing Dock,Scipio,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,"After any player plays a <i>vehicle</i>, that player may take control of this battlefield.
<b>Power Action</b> - Reroll a die.",1,NA,FALSE,FALSE,Alexander Tchelyshev,FALSE,157,U,49618,NA,NA,NA,NA
08158,neutral,AtG,Occupied City,Lothal,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,"After an opponent plays a support or an upgrade, you may discard the top card of their deck.",1,NA,FALSE,FALSE,James Combridge,FALSE,158,U,49619,NA,NA,NA,NA
08159,neutral,AtG,Theed Royal Palace,Naboo,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Power Action</b> - Remove one of your dice to gain 1 resource. Spot a neutral character to take one additional action.,1,NA,FALSE,TRUE,Mark Molnar,FALSE,159,U,49620,NA,NA,NA,NA
08160,neutral,AtG,Training Room,Kamino,battlefield,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,gray,<b>Power Action</b> - Reroll any number of your non-unique character dice.,1,NA,FALSE,FALSE,Joshua Cairos,FALSE,160,U,49621,NA,NA,NA,NA
09001,villain,CONV,Asajj Ventress,Swift And Cunning,character,13/16,12/15,NA,12,1MD,2MD,3MD1,1Dc,1R,-,blue,"After a character that has a downgrade on it takes damage from this die, you may discard a card from your hand to remove one of that character's character or upgrade dice.",1,NA,TRUE,FALSE,Alexander Kozachenko,TRUE,1,R,49900,bounty-hunter,NA,NA,NA
09002,villain,CONV,Palpatine,Unlimited Power,character,14/18,14/18,NA,10,2MD,2MD,2F,2Sh,1R,-,blue,"This character has +1 health for each <i>ability</i> on it and those <i>abilities</i> do not count toward its upgrade limit.
<b>Power Action</b> - Roll a die on an <i>ability</i> on this character into your pool.",1,"""Experience the full power of the dark side.""",TRUE,FALSE, ,TRUE,2,L,49901,leader,sith,NA,NA
